,Loyalty_Number,Year,Month,Flights_Booked,Flights_with_Companions,Total_Flights,Distance,Points_Accumulated,Points_Redeemed,Dollar_Cost_Points_Redeemed,Province,City,Postal_Code,Gender,Education,Marital_Status,Loyalty_Card,CLV,Enrollment_Type,Enrollment_Year,Enrollment_Month,Salary
23279,156673,2018,12,11,0,11,4367,436.0,0,0,Ontario,Toronto,P1W 1K4,Male,Bachelor,Married,Star,9198.69,Standard,2013,10,55002
23303,156684,2018,12,11,6,17,3842,384.0,0,0,Ontario,Ottawa,K1G 4Z0,Male,Bachelor,Married,Star,10351.37,Standard,2016,11,85979
23327,156730,2018,12,13,8,21,1470,147.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,Master,Single,Nova,7998.35,Standard,2018,7,122820
23351,156750,2018,12,3,3,6,1242,124.0,0,0,Newfoundland,St. John's,A1C 6H9,Male,College,Married,Nova,7429.08,Standard,2017,4,79381
23375,156868,2018,12,0,0,0,0,0.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Divorced,Nova,31234.89,Standard,2015,4,83249
23399,156870,2018,12,10,4,14,2506,250.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Married,Star,6047.03,Standard,2018,7,46831
23423,156879,2018,12,0,0,0,0,0.0,0,0,Ontario,London,M5B 3E4,Female,High School or Below,Married,Nova,4372.19,2018 Promotion,2018,3,60955
23447,156945,2018,12,8,5,13,2769,276.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Nova,3086.72,Standard,2017,9,99335
23471,156948,2018,11,11,0,11,2948,294.0,0,0,Ontario,Toronto,P5S 6R4,Female,Bachelor,Married,Star,12280.77,Standard,2016,12,96550
23495,156959,2018,12,9,0,9,2979,297.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Single,Aurora,5780.18,Standard,2015,4,69274
23519,156980,2018,12,17,4,21,4389,438.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Married,Nova,14962.37,Standard,2018,5,79381
23543,157005,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,Married,Star,3890.87,Standard,2016,10,98629
23567,157092,2018,12,6,6,12,2784,278.0,0,0,British Columbia,Victoria,V10 6T5,Male,College,Single,Star,9700.35,Standard,2016,2,79381
23591,157200,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S6J 3G0,Male,College,Single,Star,2509.51,Standard,2012,9,79381
23615,157212,2018,12,4,3,7,3801,380.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Married,Aurora,7289.3,Standard,2016,12,76452
23639,157566,2018,10,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Single,Nova,7705.28,Standard,2018,6,50412
23663,157672,2018,8,9,7,16,1088,108.0,488,40,Ontario,Trenton,K8V 4B2,Male,Master,Married,Nova,6715.59,Standard,2017,7,107927
23687,157674,2018,12,9,0,9,603,60.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,Bachelor,Single,Aurora,8038.95,Standard,2013,2,84580
23711,157704,2018,12,0,0,0,0,0.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Married,Aurora,13104.3,Standard,2014,11,53954
23735,157712,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,P5S 6R4,Male,High School or Below,Married,Nova,3776.32,Standard,2012,10,60417
23759,157729,2018,12,16,5,21,4347,434.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Married,Star,3966.13,2018 Promotion,2018,3,84914
23783,157731,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Star,2676.87,Standard,2016,7,71772
23807,157751,2018,12,0,0,0,0,0.0,0,0,Ontario,Trenton,K8V 4B2,Male,College,Single,Aurora,20957.61,Standard,2015,3,79381
23831,157766,2018,12,0,0,0,0,0.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Married,Star,14700.5,Standard,2015,5,53636
23855,157816,2018,3,14,6,20,1280,160.0,377,31,Ontario,Toronto,M8Y 4K8,Female,Bachelor,Single,Nova,8528.29,Standard,2015,11,98569
23879,157879,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P5S 6R4,Male,College,Single,Nova,3923.27,Standard,2015,8,79381
23903,157902,2018,11,0,0,0,0,0.0,0,0,Ontario,Toronto,P1L 8X8,Female,College,Married,Aurora,8012.92,Standard,2018,10,79381
23927,157911,2018,12,3,3,6,990,99.0,0,0,Ontario,London,M5B 3E4,Male,Bachelor,Married,Star,6282.08,Standard,2014,8,55550
23951,157971,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Star,3842.79,Standard,2016,4,103495
23975,158113,2018,11,2,0,2,2024,202.0,0,0,Alberta,Calgary,T3E 2V9,Female,College,Single,Nova,9764.95,Standard,2012,6,79381
23999,158314,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Divorced,Star,4834.71,Standard,2017,9,60235
24023,158400,2018,12,14,0,14,1848,184.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,Divorced,Nova,4756.91,Standard,2014,9,67717
24047,158401,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Female,College,Divorced,Aurora,6355.68,Standard,2018,6,79381
24071,158508,2018,12,2,2,4,2204,220.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,Married,Star,2599.29,Standard,2014,1,56747
24095,158560,2018,12,12,3,15,4605,460.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Star,4014.45,Standard,2015,12,59262
24119,158901,2018,12,4,0,4,1712,171.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,College,Single,Nova,2943.05,Standard,2016,10,79381
24143,158969,2018,12,11,0,11,4158,415.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Married,Nova,24186.88,Standard,2013,4,56046
24167,158995,2018,12,6,2,8,880,88.0,0,0,Ontario,Toronto,P1L 8X8,Male,College,Divorced,Star,7815.47,Standard,2018,10,79381
24191,159227,2018,3,10,4,14,952,118.75,680,55,Alberta,Edmonton,T3G 6Y6,Female,College,Married,Nova,9492.34,Standard,2016,9,79381
24215,159233,2018,12,5,5,10,2910,291.0,0,0,Ontario,Sudbury,M5V 1G5,Male,College,Married,Star,4634.73,Standard,2017,6,79381
24239,159272,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Female,Bachelor,Married,Aurora,7998.14,Standard,2015,8,53176
24263,159275,2017,6,20,4,24,1584,158.0,835,67,Quebec,Montreal,H2Y 4R4,Female,Doctor,Single,Star,4763.33,Standard,2013,8,109664
24287,159344,2018,12,5,0,5,830,83.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Aurora,5640.02,Standard,2015,5,62198
24311,159351,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Nova,6670.85,Standard,2013,8,73273
24335,159359,2018,12,8,8,16,3200,320.0,0,0,Newfoundland,St. John's,A1C 6H9,Female,Bachelor,Married,Star,6689.02,Standard,2018,1,73602
24359,159397,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,College,Single,Nova,16350.13,Standard,2014,1,79381
24383,159500,2018,12,11,5,16,2576,257.0,0,0,Saskatchewan,Regina,S1J 3C5,Female,Bachelor,Married,Nova,5264.43,2018 Promotion,2018,2,35225
24407,159525,2018,12,9,0,9,3537,353.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,Married,Star,17435.68,Standard,2012,9,71498
24431,159531,2018,12,2,0,2,3656,365.0,0,0,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,Divorced,Star,5563.77,Standard,2013,12,57809
24455,159533,2018,12,11,0,11,1683,168.0,0,0,Ontario,Toronto,P1L 8X8,Female,Bachelor,Married,Nova,5368.89,Standard,2018,8,75520
24479,159608,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,College,Single,Star,2289.62,Standard,2013,2,79381
24503,159680,2018,12,0,0,0,0,0.0,0,0,Saskatchewan,Regina,S1J 3C5,Female,College,Divorced,Aurora,6811.58,Standard,2015,10,79381
24527,159688,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Star,6672.06,Standard,2015,12,68887
24551,159745,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 2W2,Female,College,Single,Star,19512.0,Standard,2014,3,79381
24575,159751,2018,12,14,0,14,3010,301.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,5555.49,Standard,2014,5,69742
24599,159800,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3J 9S2,Female,Bachelor,Married,Aurora,6521.37,Standard,2012,6,85038
24623,159856,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 4R4,Female,Bachelor,Married,Aurora,9419.88,Standard,2016,5,96184
24647,494887,2018,12,2,2,4,420,42.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Divorced,Star,5660.13,Standard,2017,3,75509
24671,160135,2018,11,10,1,11,1606,160.0,0,0,Ontario,Toronto,P1W 1K4,Female,Bachelor,Married,Nova,8804.54,Standard,2014,7,67755
24695,160143,2018,10,6,6,12,1032,103.0,0,0,Quebec,Montreal,H2T 9K8,Female,High School or Below,Married,Star,13897.39,Standard,2015,3,69519
24719,160154,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Married,Nova,13363.52,Standard,2016,6,95315
24743,160181,2018,12,9,1,10,1100,110.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,College,Married,Star,14917.33,Standard,2016,6,79381
24767,160203,2018,12,11,1,12,4248,424.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,College,Single,Star,18131.19,Standard,2016,8,79381
24791,160250,2018,12,1,1,2,948,94.0,0,0,Quebec,Montreal,H2T 2J6,Female,High School or Below,Married,Star,4506.49,Standard,2012,10,50545
24815,160266,2018,12,14,0,14,1638,163.0,0,0,Quebec,Montreal,H2Y 2W2,Male,High School or Below,Single,Star,2453.57,Standard,2018,9,80919
24839,758165,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 9K8,Male,College,Single,Star,2160.92,Standard,2018,12,79381
24863,160471,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,High School or Below,Married,Star,2962.72,Standard,2018,6,52743
24887,160640,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Female,College,Single,Nova,20766.67,Standard,2015,7,79381
24911,160686,2018,12,17,7,24,4368,436.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Married,Aurora,5010.92,Standard,2012,8,65470
24935,160707,2018,12,4,0,4,2192,219.0,0,0,Ontario,Toronto,P5S 6R4,Male,Bachelor,Married,Nova,6520.82,Standard,2013,10,100487
24959,160740,2018,12,10,0,10,1890,189.0,0,0,Ontario,Toronto,P2T 6G3,Male,Bachelor,Married,Aurora,13869.93,Standard,2016,6,52712
24983,160773,2018,12,6,0,6,1452,145.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Married,Aurora,6521.37,Standard,2015,11,85038
25007,160905,2018,12,7,0,7,2408,240.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Aurora,25581.61,Standard,2016,3,52367
25031,160927,2018,12,14,1,15,1875,187.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Nova,4430.57,Standard,2016,2,49512
25055,160993,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,College,Single,Star,3819.62,Standard,2015,10,79381
25079,161103,2018,12,13,0,13,1625,162.0,0,0,Ontario,Toronto,M1R 4K3,Female,College,Single,Star,7923.14,Standard,2014,6,79381
25103,161180,2018,12,14,1,15,2805,280.0,0,0,Ontario,Toronto,M2M 7K8,Female,Bachelor,Married,Star,9051.91,Standard,2012,8,51157
25127,161241,2018,12,7,5,12,2244,224.0,0,0,Ontario,Kingston,M9K 2P4,Female,College,Married,Nova,9015.82,Standard,2016,12,79381
25151,161276,2018,12,15,0,15,1110,111.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Master,Divorced,Star,9414.94,Standard,2014,4,88418
25175,161338,2018,12,5,0,5,3520,352.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Bachelor,Single,Aurora,14131.12,Standard,2013,5,52635
25199,161414,2018,12,2,2,4,1984,198.0,0,0,Quebec,Montreal,H4G 3T4,Male,Master,Divorced,Nova,4328.86,Standard,2017,9,117134
25223,161415,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,Doctor,Married,Star,2404.63,Standard,2016,10,201895
25247,161437,2018,12,9,8,17,1972,197.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Single,Aurora,4940.51,Standard,2013,2,80191
25271,161525,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M1R 4K3,Female,College,Single,Nova,4250.28,Standard,2014,5,79381
25295,161546,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Married,Star,10390.67,Standard,2013,2,53089
25319,161557,2018,12,0,0,0,0,0.0,0,0,Ontario,Kingston,M9K 2P4,Female,Bachelor,Married,Nova,2752.66,Standard,2018,12,91383
25343,161574,2018,12,13,1,14,3234,323.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Divorced,Nova,3478.89,Standard,2018,12,53814
25367,161728,2018,12,17,0,17,4318,431.0,0,0,Ontario,Toronto,M2M 6J7,Male,Bachelor,Married,Aurora,5734.6,Standard,2018,9,103715
25391,161766,2018,12,12,0,12,3372,337.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Star,8092.88,Standard,2014,5,69098
25415,161769,2018,12,6,5,11,2035,203.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Married,Nova,5680.47,Standard,2015,5,98023
25439,161774,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M8Y 4K8,Male,Bachelor,Divorced,Nova,5217.51,Standard,2015,3,61070
25463,161780,2018,12,9,0,9,2583,258.0,0,0,Quebec,Montreal,H3T 8L4,Male,Bachelor,Divorced,Nova,4424.58,2018 Promotion,2018,4,59567
25487,162013,2018,12,0,0,0,0,0.0,0,0,Nova Scotia,Halifax,B3C 2M8,Female,Bachelor,Divorced,Star,4911.46,Standard,2014,2,70540
25511,162155,2018,12,0,0,0,0,0.0,0,0,Alberta,Peace River,T9O 2W2,Female,College,Single,Aurora,21531.33,Standard,2015,12,79381
25535,162166,2018,12,9,2,11,1199,119.0,0,0,Quebec,Montreal,H2T 9K8,Female,College,Married,Star,9117.44,Standard,2017,3,79381
25559,162167,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 6J7,Male,College,Married,Nova,4177.7,Standard,2014,6,79381
25583,162180,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,Single,Aurora,7409.08,Standard,2017,9,76660
25607,266234,2018,12,5,0,5,495,49.0,0,0,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,Divorced,Nova,27279.34,Standard,2014,6,87908
25631,162456,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Female,Bachelor,Divorced,Star,2808.08,Standard,2013,10,72157
25655,162472,2018,12,17,1,18,3222,322.0,0,0,Ontario,Trenton,K8V 4B2,Male,Bachelor,Married,Aurora,5755.54,Standard,2018,6,103331
25679,162489,2018,12,11,8,19,2432,243.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Single,Star,2540.69,Standard,2012,7,63048
25703,162496,2018,12,13,0,13,3523,352.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Nova,8840.19,Standard,2018,12,66516
25727,162568,2018,12,0,0,0,0,0.0,0,0,Ontario,Thunder Bay,K8T 5M5,Female,College,Single,Star,3622.87,Standard,2013,11,79381
25751,162658,2018,12,8,0,8,680,68.0,0,0,Nova Scotia,Halifax,B3J 9S2,Male,College,Single,Aurora,7751.86,Standard,2014,8,79381
25775,163002,2018,12,1,0,1,2458,245.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Star,5054.33,Standard,2018,12,48181
25799,163058,2018,12,7,3,10,2680,268.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,Single,Nova,10145.44,Standard,2012,5,64526
25823,594636,2018,12,10,5,15,1020,102.0,0,0,Ontario,Toronto,M8Y 4K8,Male,College,Single,Nova,7457.47,Standard,2018,5,79381
25847,163137,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 4R4,Female,Bachelor,Married,Nova,21255.5,Standard,2015,12,85659
25871,163260,2018,12,9,0,9,2331,233.0,0,0,British Columbia,Vancouver,V1E 4R6,Female,College,Single,Aurora,7247.31,Standard,2015,11,79381
25895,163301,2018,12,6,0,6,1722,172.0,0,0,Quebec,Hull,J8Y 3Z5,Female,Bachelor,Married,Aurora,8531.4,Standard,2018,8,104114
25919,163388,2018,12,5,0,5,2495,249.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,Divorced,Nova,6862.87,Standard,2014,12,73455
25943,163405,2018,12,0,0,0,0,0.0,0,0,Quebec,Hull,J8Y 3Z5,Male,College,Married,Nova,60556.19,Standard,2018,9,79381
25967,163445,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Female,College,Single,Aurora,5272.32,Standard,2018,6,79381
25991,163481,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2T 2J6,Male,Bachelor,Married,Star,6282.08,Standard,2014,7,62870
26015,163598,2018,12,12,0,12,3588,358.0,0,0,Ontario,Toronto,M2M 7K8,Male,Bachelor,Married,Nova,7482.49,Standard,2014,9,67756
26039,163608,2018,12,15,5,20,4080,408.0,0,0,British Columbia,Victoria,V10 6T5,Female,College,Single,Star,4896.26,Standard,2013,1,79381
26063,163615,2018,12,11,0,11,2827,282.0,0,0,Quebec,Montreal,H2Y 2W2,Female,Master,Married,Nova,6057.07,Standard,2014,6,126642
26087,163639,2018,11,0,0,0,0,0.0,0,0,Ontario,London,M5B 3E4,Male,College,Single,Star,2203.59,Standard,2017,1,79381
26111,163645,2018,12,11,0,11,3377,337.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Divorced,Nova,4834.71,Standard,2014,5,60235
26135,163723,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,Married,Star,10598.54,Standard,2014,12,46672
26159,163757,2018,12,16,0,16,2176,217.0,0,0,Ontario,Ottawa,K1F 2R2,Male,Bachelor,Single,Star,2756.54,Standard,2015,11,62886
26183,163776,2018,12,14,0,14,3556,355.0,0,0,Ontario,Toronto,P1W 1K4,Male,Bachelor,Married,Nova,7832.57,Standard,2012,5,57257
26207,817932,2018,12,8,5,13,4446,444.0,0,0,Ontario,Toronto,M1R 4K3,Female,Bachelor,Married,Nova,10656.88,Standard,2013,3,84988
26231,164013,2018,12,0,0,0,0,0.0,0,0,Ontario,London,M5B 3E4,Female,Bachelor,Married,Star,6991.61,Standard,2017,1,80455
26255,164017,2017,6,6,6,12,912,91.0,765,62,British Columbia,Vancouver,V6E 3D9,Female,Doctor,Married,Aurora,10529.01,Standard,2017,5,80926
26279,164034,2018,12,7,7,14,1232,123.0,0,0,Quebec,Montreal,H2T 2J6,Male,Doctor,Married,Nova,8257.67,Standard,2015,3,221857
26303,164064,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Married,Nova,3141.33,Standard,2016,2,49482
26327,164192,2018,12,5,0,5,2125,212.0,0,0,Quebec,Montreal,H2T 9K8,Male,Bachelor,Married,Nova,16887.8,Standard,2016,10,70881
26351,164211,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,Married,Nova,3801.28,Standard,2013,8,61552
26375,164224,2018,12,6,3,9,981,98.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,College,Single,Aurora,8324.23,2018 Promotion,2018,2,79381
26399,164226,2018,12,5,1,6,1680,168.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,Married,Nova,4768.96,Standard,2014,4,69331
26423,164313,2018,12,16,6,22,2332,233.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Married,Nova,7390.9,Standard,2016,11,54188
26447,164363,2018,12,0,0,0,0,0.0,0,0,Quebec,Montreal,H2Y 2W2,Male,Bachelor,Single,Star,8200.27,Standard,2012,7,50064
26471,839295,2018,12,10,0,10,1790,179.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Star,4631.01,Standard,2013,7,89094
26495,164388,2018,12,8,0,8,1416,141.0,0,0,British Columbia,Vancouver,V1E 4R6,Male,Bachelor,Married,Aurora,7444.81,Standard,2014,1,72919
26519,164429,2018,12,0,0,0,0,0.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Female,Bachelor,Single,Star,4169.36,Standard,2012,9,57852
26543,164500,2018,12,12,1,13,1469,146.0,0,0,British Columbia,Dawson Creek,U5I 4F1,Male,Doctor,Married,Star,2585.94,Standard,2018,9,193840
26567,164512,2018,12,5,0,5,1095,109.0,0,0,Ontario,Toronto,P1L 8X8,Male,Bachelor,Divorced,Nova,8400.79,Standard,2016,4,47178
26591,164559,2018,12,11,5,16,1296,129.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Single,Aurora,4978.95,2018 Promotion,2018,2,52904
26615,164657,2018,12,10,5,15,4335,433.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,College,Married,Star,2305.24,Standard,2016,2,79381
26639,164743,2018,12,9,8,17,2907,290.0,0,0,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,Married,Star,2494.87,Standard,2016,2,65461
26663,164794,2018,12,12,0,12,2148,214.0,0,0,British Columbia,Victoria,V10 6T5,Male,Bachelor,Married,Star,2967.67,Standard,2018,6,57668
26687,164947,2018,12,11,3,14,4452,445.0,0,0,Quebec,Quebec City,G1B 3L5,Female,College,Married,Nova,21283.64,Standard,2015,10,79381
26711,164973,2018,12,0,0,0,0,0.0,0,0,Quebec,Tremblant,H5Y 2S9,Male,College,Single,Nova,3268.32,Standard,2017,5,79381
26735,164983,2018,12,7,2,9,3699,369.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Divorced,Star,29006.67,Standard,2013,8,61361
26759,165019,2018,12,13,0,13,1430,143.0,0,0,British Columbia,Victoria,V10 6T5,Male,Doctor,Married,Star,2354.32,Standard,2012,9,251861
26783,165022,2018,12,13,0,13,2509,250.0,0,0,Ontario,Trenton,K8V 4B2,Female,Bachelor,Married,Aurora,5475.34,Standard,2018,8,96485
26807,165056,2018,12,13,0,13,1378,137.0,0,0,Saskatchewan,Regina,S6J 3G0,Female,Bachelor,Single,Aurora,5251.97,Standard,2015,12,62633
26831,165138,2018,12,5,0,5,775,77.0,0,0,New Brunswick,Fredericton,E3B 2H2,Male,College,Married,Star,4516.81,Standard,2016,5,79381
26855,165188,2018,12,8,0,8,1312,131.0,0,0,Quebec,Quebec City,G1B 3L5,Male,Bachelor,Married,Star,21923.12,Standard,2016,12,91323
26879,165260,2018,6,6,6,12,912,91.0,765,62,New Brunswick,Fredericton,E3B 2H2,Male,College,Married,Nova,4799.62,Standard,2015,6,79381
26903,165265,2018,12,15,9,24,2976,297.0,0,0,Quebec,Montreal,H4G 3T4,Male,Doctor,Married,Star,5316.61,Standard,2017,1,189990
26927,165339,2018,12,6,6,12,2832,283.0,0,0,Ontario,Toronto,P1J 8T7,Male,Bachelor,Divorced,Star,4371.19,2018 Promotion,2018,2,73410
26951,165443,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3Z3,Male,College,Single,Star,2167.33,Standard,2017,4,79381
26975,165484,2018,12,5,0,5,1950,195.0,0,0,Quebec,Montreal,H2T 9K8,Female,Bachelor,Single,Nova,4210.1,Standard,2015,12,47921
26999,165550,2018,12,14,0,14,3542,354.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Doctor,Married,Nova,11431.73,Standard,2015,9,283184
27023,165554,2018,12,9,0,9,2754,275.0,0,0,Ontario,Toronto,M2Z 4K1,Male,Bachelor,Married,Star,5597.12,Standard,2017,7,59709
27047,165742,2018,12,8,3,11,1991,199.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,College,Single,Aurora,13552.78,Standard,2016,3,79381
27071,165759,2018,12,14,1,15,1365,136.0,0,0,Quebec,Hull,J8Y 3Z5,Male,Bachelor,Divorced,Aurora,8341.93,Standard,2016,6,54111
27095,165827,2018,11,1,1,2,798,79.0,0,0,British Columbia,Whistler,V6T 1Y8,Male,College,Divorced,Star,8520.15,Standard,2015,8,79381
27119,165893,2018,12,2,0,2,1306,130.0,0,0,British Columbia,Whistler,V6T 1Y8,Female,Bachelor,Single,Aurora,10302.9,Standard,2012,5,47887
27143,165900,2018,12,0,0,0,0,0.0,0,0,Quebec,Quebec City,G1B 3L5,Female,Bachelor,Married,Star,9294.55,Standard,2012,11,47544
27167,166011,2018,12,0,0,0,0,0.0,0,0,Ontario,London,M5B 3E4,Female,College,Married,Star,2629.32,Standard,2017,12,79381
27191,166037,2018,12,16,0,16,2464,246.0,0,0,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,Divorced,Aurora,5016.14,Standard,2012,6,68031
27215,166110,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Divorced,Nova,7887.96,Standard,2015,5,87951
27239,166175,2018,12,0,0,0,0,0.0,0,0,New Brunswick,Moncton,E1A 2A7,Male,Bachelor,Single,Nova,10391.78,2018 Promotion,2018,4,91500
27263,836405,2018,12,5,0,5,650,65.0,0,0,Ontario,Toronto,P2T 6G3,Female,Bachelor,Married,Aurora,5623.61,Standard,2013,3,54960
27287,166273,2018,11,7,5,12,1692,169.0,0,0,British Columbia,Vancouver,V6E 3D9,Female,Bachelor,Married,Nova,18704.85,2018 Promotion,2018,4,79418
27311,166333,2018,12,1,1,2,3154,315.0,0,0,Alberta,Edmonton,T9G 1W3,Male,Bachelor,Married,Star,5207.64,Standard,2014,4,47970
27335,166475,2018,12,0,0,0,0,0.0,0,0,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,Single,Nova,5015.01,Standard,2014,9,67445
27359,166535,2018,12,16,3,19,2717,271.0,0,0,Alberta,Banff,T4V 1D4,Female,College,Married,Nova,7645.86,Standard,2013,1,79381
27383,166537,2018,12,5,3,8,864,86.0,0,0,British Columbia,Vancouver,V6E 3Z3,Female,College,Single,Aurora,8708.02,Standard,2015,3,79381
27407,166577,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,College,Single,Aurora,5162.12,Standard,2015,10,79381
27431,166693,2018,12,0,0,0,0,0.0,0,0,Alberta,Edmonton,T9G 1W3,Male,High School or Below,Married,Star,2803.92,Standard,2012,7,67054
27455,166705,2018,12,0,0,0,0,0.0,0,0,Ontario,Toronto,M2M 7K8,Male,Bachelor,Married,Aurora,9057.94,Standard,2014,2,98514
